Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.384433,0.784837,0.307833,0.447783,0.314183,0.023303,0.548093,0.10762
borg,0.412713,0.775483,0.6783,0.81381,-1.0,0.024867,0.4782,0.1121
datapro4j,0.709147,0.88536,0.685463,0.855873,0.825627,0.012857,0.862137,0.17578
ical4j,0.382217,0.749753,0.581377,0.446803,0.5937,0.017767,0.617017,0.22307
java2html,0.0,0.800073,0.0,0.0,-1.0,0.0048,0.408207,0.07174
jsapar,0.332683,0.705557,0.316267,0.378967,0.274,0.016413,0.42135,0.09526
jxls,0.565893,0.85816,0.77724,0.85469,-1.0,0.004023,0.6223,0.13847
logisim,0.632027,0.908873,0.852377,0.8919,-1.0,0.0373,0.84599,0.18638
marvin,0.538217,0.80542,0.503767,0.663883,0.5675,0.017027,0.672187,0.14849
nekohtml,0.471583,0.825407,0.367333,0.5805,0.331017,0.01412,0.660613,0.1057
