Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.825923,0.90336,0.940643,0.907763,0.93284,4.5E-4,0.873867,0.0315
borg,0.89,0.936667,0.999333,0.936667,-1.0,0.060385,0.926667,0.13273
datapro4j,0.922333,0.925033,0.855267,0.962833,0.66,0.0,0.6942,0.0336
ical4j,0.729367,0.8333,0.722233,0.719333,0.846,0.007283,0.767333,0.07027
java2html,0.833333,0.903333,0.949667,0.823333,-1.0,0.022261,0.886667,0.05709
jsapar,0.78286,0.786493,0.900993,0.82632,0.722,0.002318,0.700747,0.0492
jxls,1.0,1.0,0.998667,1.0,-1.0,0.087143,1.0,0.09152
logisim,0.95,1.0,0.999333,1.0,-1.0,0.060863,1.0,0.12223
marvin,0.917267,0.962,0.900733,0.9489,0.775667,0.0,0.832567,0.007
nekohtml,0.876767,0.910133,0.876,0.896517,0.892667,0.002367,0.893567,0.0271
