Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.070711,0.031025,0.050786,-1.0,0.026287,0.015699,0.032584,0.063611
borg,-1.0,0.026429,0.02588,-1.0,-1.0,0.010341,0.029492,0.031088
datapro4j,0.037079,0.022379,0.035494,0.0,0.01494,0.002358,0.031938,0.057124
ical4j,0.01393,0.02274,0.028664,0.067082,0.01246,7.53E-4,0.026621,0.047048
java2html,-1.0,0.032912,0.05409,-1.0,-1.0,0.008999,0.05434,0.055723
jsapar,0.035355,0.032745,0.072968,-1.0,0.032169,0.002558,0.046799,0.055994
jxls,0.028868,0.022537,0.040916,-1.0,-1.0,0.004514,0.028449,0.042361
logisim,0.083666,0.017205,0.04339,-1.0,-1.0,0.006825,0.034874,0.035369
marvin,0.0,0.064253,0.068072,-1.0,0.075457,0.003794,0.066124,0.068836
nekohtml,0.0,0.023475,0.051013,0.0,0.014951,0.014251,0.030681,0.053437
