Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.21493,0.53094,0.40593,0.498993,0.342917,0.00108,0.38894,0.01631
borg,0.110537,0.55938,0.35686,0.608413,-1.0,0.0,0.46138,0.00365
datapro4j,0.1554,0.56153,0.411147,0.571243,0.33394,0.0,0.573877,0.02783
ical4j,0.155577,0.524593,0.26762,0.563883,0.289324,0.006433,0.361507,0.04383
java2html,0.116613,0.562157,0.325543,0.52081,-1.0,8.4E-4,0.503093,0.0107
jsapar,0.149537,0.475623,0.2907,0.405653,0.274523,0.002373,0.34072,0.01137
jxls,0.214953,0.54163,0.375977,0.62877,-1.0,9.3E-5,0.55359,0.01153
logisim,0.055647,0.560667,0.39239,0.64844,-1.0,0.0,0.493373,0.00406
marvin,0.172067,0.462423,0.336867,0.444593,0.302883,0.001667,0.362963,0.02335
nekohtml,0.148643,0.543887,0.362193,0.474917,0.3143,9.5E-4,0.363677,0.0127
