Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.125531,0.040673,0.076024,0.1,0.036683,0.015766,0.047163,0.049769
borg,0.03564,0.033713,0.036825,-1.0,-1.0,0.01044,0.041601,0.039244
datapro4j,0.055931,0.034745,0.043794,0.052223,0.022338,0.012464,0.036909,0.074268
ical4j,0.08349,0.031397,0.037722,0.078334,0.031606,0.001657,0.022182,0.064553
java2html,0.075944,0.042944,0.030048,0.0,-1.0,0.033234,0.096014,0.061436
jsapar,0.193921,0.046282,0.086467,0.106904,0.035182,0.022487,0.056052,0.049802
jxls,0.108601,0.02752,0.035807,0.0,-1.0,0.004894,0.103325,0.055432
logisim,0.026133,0.01836,0.029114,-1.0,-1.0,0.00922,0.024072,0.049381
marvin,0.091606,0.049233,0.074808,0.1,0.06911,0.00884,0.050609,0.059603
nekohtml,0.05163,0.037486,0.049005,0.259808,0.007698,0.018432,0.029912,0.056344
