Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.074823,0.046127,0.081473,0.086563,0.045478,0.013512,0.046165,0.067441
borg,0.069062,0.044672,0.067172,0.112009,-1.0,0.013722,0.060577,0.156672
datapro4j,0.095422,0.057574,0.063988,0.104201,0.037861,0.0,0.059606,0.061509
ical4j,0.070575,0.0406,0.061012,0.100488,0.033477,0.00301,0.042366,0.052488
java2html,0.084196,0.059306,0.076932,0.100922,-1.0,0.0045,0.090433,0.208807
jsapar,0.093199,0.05871,0.076064,0.08543,0.045667,0.005041,0.06752,0.077582
jxls,0.090506,0.057703,0.078523,0.084678,-1.0,0.017373,0.080211,0.081588
logisim,0.082735,0.046126,0.066541,0.079407,-1.0,0.00357,0.047825,0.079804
marvin,0.116213,0.057902,0.07182,0.087884,0.050067,0.024607,0.075414,0.060636
nekohtml,0.085569,0.048039,0.12255,0.09632,0.030516,0.0166,0.050855,0.097981
