Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.396246,0.7526,0.430948,0.559,0.651496,0.0,0.670856,0.07203
borg,0.12165,0.696452,0.367578,0.462,-1.0,0.0,0.526196,0.12607
datapro4j,0.726993,0.925963,0.806759,0.836633,0.904081,0.0,0.926304,0.09137
ical4j,0.30005,0.644119,0.372804,0.468446,0.47783,0.001096,0.362081,0.11332
java2html,0.0894,0.526841,0.308941,-1.0,-1.0,0.0,0.369196,0.06268
jsapar,0.285821,0.71123,0.380104,0.55328,0.614563,0.0,0.535837,0.07053
jxls,0.243506,0.65423,0.365944,0.400582,-1.0,0.0,0.547319,0.09051
logisim,0.35544,0.546781,0.380356,0.3764,-1.0,0.0,0.486619,0.08658
marvin,0.777462,0.902369,0.695685,0.8305,0.902992,0.0,0.899258,0.09967
nekohtml,0.542885,0.819519,0.64945,0.718348,0.807769,0.0,0.80685,0.08229
