Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.129237,0.08173,0.05859,0.083735,0.029842,0.008147,0.035679,0.063146
borg,0.144062,0.079611,0.074553,0.022361,-1.0,0.005994,0.025695,0.050261
datapro4j,0.109196,0.08533,0.034086,0.076279,0.023488,0.002533,0.028821,0.076487
ical4j,0.084108,0.072753,0.036529,0.086685,0.010119,0.005389,0.017967,0.044734
java2html,0.215609,0.080748,0.068014,0.100559,-1.0,0.029801,0.073095,0.064218
jsapar,0.0,0.083682,0.077124,-1.0,0.036434,0.004979,0.046058,0.059435
jxls,0.095523,0.071435,0.072175,0.079252,-1.0,0.013016,0.042896,0.063691
logisim,0.12687,0.079372,0.060329,0.069926,-1.0,0.011807,0.027643,0.062937
marvin,0.121976,0.08975,0.069434,0.094736,0.042302,0.003579,0.047568,0.06268
nekohtml,0.164066,0.086481,0.051289,0.080398,0.034699,0.004786,0.046879,0.055011
