Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.098341,0.047056,0.065273,0.065614,0.038644,0.018911,0.03943,0.077687
borg,0.126282,0.059325,0.047,0.093832,-1.0,0.015051,0.043271,0.036608
datapro4j,0.125561,0.044176,0.049991,0.121314,0.041106,0.006296,0.040824,0.061103
ical4j,0.082961,0.047899,0.035957,0.103216,0.013764,0.007936,0.017654,0.057145
java2html,0.12289,0.060619,0.069289,0.107411,-1.0,0.014801,0.078796,0.060619
jsapar,0.098613,0.055306,0.067263,0.131941,0.046868,0.012108,0.053878,0.078484
jxls,0.101208,0.038646,0.048271,0.090231,-1.0,0.007358,0.055295,0.031247
logisim,0.105214,0.035862,0.038863,0.144576,-1.0,0.006525,0.023051,0.033827
marvin,0.106974,0.063981,0.082282,0.209734,0.072924,0.013204,0.080307,0.083773
nekohtml,0.100529,0.049889,0.06671,0.195918,0.032274,0.019704,0.034857,0.054997
