Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.906897,0.93993,0.803707,0.80202,0.891133,1.5E-4,0.86916,0.03495
borg,0.9053,0.966667,0.984033,0.973333,-1.0,0.006287,0.953333,0.16074
datapro4j,0.908133,0.9215,0.7631,0.773067,0.9044,0.0,0.8732,0.0159
ical4j,0.785207,0.86363,0.612403,0.676533,0.8069,0.0052,0.834837,0.10238
java2html,0.881933,0.939,0.9088,0.834828,-1.0,7.83E-4,0.892,0.08135
jsapar,0.764877,0.850543,0.750253,0.674167,0.736967,0.00105,0.612773,0.09706
jxls,0.9,0.9,0.9,0.9,-1.0,8.8E-4,0.9,0.09462
logisim,1.0,1.0,0.999667,1.0,-1.0,0.016,1.0,0.11885
marvin,0.922233,0.933033,0.817067,0.8459,0.758267,0.0,0.819633,0.0254
nekohtml,0.839867,0.8954,0.730333,0.708833,0.768133,0.0,0.7751,0.0399
