Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.902943,0.933777,0.613943,0.8904,0.882317,5.5E-4,0.74932,0.03573
borg,0.836917,0.9045,0.800667,0.970769,-1.0,0.0,0.892733,0.02581
datapro4j,0.37538,0.785373,0.456017,0.663227,0.6419,0.0,0.667283,0.04609
ical4j,0.3156,0.693933,0.300517,0.55347,0.63088,0.00208,0.602917,0.03785
java2html,0.787653,0.94365,0.720733,0.939483,-1.0,0.0,0.880263,0.03728
jsapar,0.305957,0.67576,0.33195,0.575417,0.41022,3.2E-4,0.40996,0.03106
jxls,0.85971,0.969233,0.74547,0.978667,-1.0,0.0,0.99,0.05792
logisim,0.63943,0.936067,0.715353,0.9109,-1.0,0.0058,0.831133,0.034
marvin,0.346927,0.653987,0.405283,0.58567,0.447713,0.0,0.490477,0.04368
nekohtml,0.470873,0.82904,0.464397,0.66773,0.627967,5.97E-4,0.57718,0.02943
