Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.079375,0.03699,0.075618,0.064579,0.033661,0.006437,0.061888,0.051674
borg,0.045968,0.023673,0.045378,0.124072,-1.0,0.010703,0.048111,0.041693
datapro4j,0.087128,0.047487,0.043664,0.065049,0.019943,0.004633,0.053789,0.035885
ical4j,0.065202,0.033059,0.054174,0.061943,0.031491,0.00243,0.044069,0.03302
java2html,0.113682,0.044221,0.066412,0.070322,-1.0,0.014197,0.085517,0.089254
jsapar,0.12683,0.049064,0.084821,0.080782,0.028335,0.009206,0.062119,0.054276
jxls,0.064185,0.029155,0.05336,0.090015,-1.0,0.005891,0.059687,0.046507
logisim,0.065594,0.028235,0.036823,0.055436,-1.0,0.005158,0.03888,0.038597
marvin,0.074502,0.045257,0.085762,0.071132,0.041483,0.007794,0.059136,0.039656
nekohtml,0.092632,0.038955,0.097527,0.076828,0.038212,0.007044,0.06388,0.04369
