Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.785757,0.851587,0.805797,0.968083,0.8196,2.0E-5,0.808583,0.00295
borg,0.76806,0.80778,0.843733,0.903433,-1.0,0.00783,0.795167,0.01866
datapro4j,0.7574,0.741933,0.536533,0.763667,0.631767,1.33E-4,0.583967,0.0279
ical4j,0.669567,0.705933,0.521233,0.574667,0.701167,6.33E-4,0.640667,0.0164
java2html,0.768667,0.844767,0.772187,0.9167,-1.0,6.95E-4,0.767467,0.0047
jsapar,0.388553,0.544493,0.475793,0.559953,0.250533,1.7E-4,0.343273,0.00329
jxls,0.821567,0.876633,0.7628,0.922067,-1.0,0.001133,0.812267,0.01918
logisim,0.840833,0.8831,0.712667,0.911167,-1.0,0.0,0.8513,0.00515
marvin,0.449933,0.5534,0.398267,0.5358,0.244933,0.0,0.3914,0.0059
nekohtml,0.652133,0.7322,0.563433,0.7387,0.6073,0.0,0.543167,0.0
