Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.220311,0.435742,0.262605,0.3574,0.239595,3.2E-5,0.308232,0.01604
borg,0.161956,0.649656,0.423083,0.335867,-1.0,0.0,0.490833,0.03038
datapro4j,0.247328,0.4036,0.168178,0.430056,0.242456,6.7E-5,0.371222,0.03367
ical4j,0.094953,0.290361,0.123544,0.208094,0.139772,0.0,0.192511,0.03413
java2html,0.199667,0.515506,0.310906,0.3404,-1.0,0.0,0.326572,0.0044
jsapar,0.070059,0.389011,0.148667,0.212438,0.253744,0.0,0.255344,0.03101
jxls,0.181883,0.633422,0.292806,0.424467,-1.0,0.0,0.444483,0.05124
logisim,0.137238,0.510178,0.306333,0.352475,-1.0,0.0,0.282356,0.04082
marvin,0.255478,0.464167,0.22445,0.4597,0.361111,0.0,0.454144,0.0212
nekohtml,0.175744,0.401094,0.20345,0.277628,0.236056,0.0,0.340956,0.0119
