Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.486,0.621867,0.5512,0.65176,0.316467,4.0E-5,0.374987,4.2E-4
borg,0.538333,0.722733,0.5576,0.7728,-1.0,0.0,0.3764,0.01073
datapro4j,0.536467,0.718867,0.5106,0.720733,0.523467,0.003333,0.305,0.0108
ical4j,0.517733,0.721,0.4516,0.747067,0.408267,0.0,0.2902,0.0156
java2html,0.3452,0.6466,0.550707,0.682333,-1.0,0.0,0.4084,0.00384
jsapar,0.428733,0.566533,0.4806,0.550267,0.3622,0.0,0.3986,6.0E-5
jxls,0.534067,0.700333,0.532933,0.726267,-1.0,0.0,0.3952,0.00279
logisim,0.436467,0.7086,0.502467,0.692933,-1.0,0.0,0.2236,5.0E-5
marvin,0.402133,0.571533,0.408733,0.531533,0.2908,0.0,0.307933,0.0048
nekohtml,0.461067,0.687667,0.543,0.678,0.386333,0.0,0.336733,0.0
