Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.130913,0.037434,0.064344,0.047019,0.026648,0.010817,0.033652,0.050783
borg,0.030151,0.036174,0.035548,0.028868,-1.0,0.008858,0.045265,0.046476
datapro4j,0.065043,0.031857,0.033489,0.078641,0.025474,0.006769,0.04042,0.034283
ical4j,0.047745,0.029667,0.039041,0.087455,0.021433,0.005208,0.036102,0.052302
java2html,0.057735,0.046391,0.071666,0.05,-1.0,0.023835,0.066632,0.064661
jsapar,0.075495,0.046737,0.059534,0.020612,0.0382,0.0,0.044515,0.061406
jxls,0.089874,0.026169,0.043048,0.04061,-1.0,0.00559,0.031832,0.045241
logisim,0.022361,0.032649,0.046513,0.011547,-1.0,0.010418,0.03938,0.05197
marvin,0.067782,0.063806,0.059682,0.063162,0.065358,0.009583,0.066824,0.053094
nekohtml,0.066226,0.038259,0.050952,0.061937,0.028674,0.005147,0.042957,0.051561
