Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.16115,0.079883,0.062746,0.07117,0.028079,0.008579,0.036572,0.0559
borg,0.109193,0.064805,0.092625,0.120186,-1.0,0.004169,0.101134,0.054031
datapro4j,0.155668,0.084142,0.050117,0.073766,0.02694,0.006592,0.024964,0.049045
ical4j,0.137301,0.073001,0.052272,0.080244,0.019872,0.005723,0.024432,0.036812
java2html,0.143811,0.07696,0.099607,0.093724,-1.0,0.034948,0.076574,0.073929
jsapar,0.156127,0.080594,0.075138,0.080767,0.033205,0.017046,0.038461,0.058061
jxls,0.114882,0.062694,0.077329,0.073073,-1.0,0.003503,0.045979,0.050384
logisim,0.128812,0.064188,0.072636,0.088943,-1.0,4.84E-4,0.027669,0.04311
marvin,0.1601,0.082201,0.076813,0.083261,0.050107,0.001701,0.055449,0.052925
nekohtml,0.169563,0.079801,0.061292,0.080066,0.030357,0.007117,0.035705,0.045618
