Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.255892,0.445223,0.277015,0.421446,0.212954,1.5E-5,0.229923,0.00201
borg,0.319662,0.601869,0.361869,0.593115,-1.0,0.0,0.223231,0.01088
datapro4j,0.313092,0.506831,0.338877,0.550423,0.241177,9.2E-5,0.440954,0.02591
ical4j,0.347162,0.573508,0.386877,0.609669,0.308369,2.08E-4,0.478877,0.02312
java2html,0.135392,0.488754,0.329315,0.455585,-1.0,0.0,0.406108,0.00434
jsapar,0.212769,0.382369,0.249469,0.346954,0.177508,1.5E-5,0.247292,7.8E-4
jxls,0.381208,0.55475,0.411467,0.552442,-1.0,0.0,0.430742,0.00486
logisim,0.209008,0.404517,0.368967,0.454025,-1.0,0.0,0.338317,0.00919
marvin,0.328392,0.512775,0.304442,0.522833,0.190692,0.0,0.29245,3.9E-4
nekohtml,0.277383,0.414208,0.2728,0.401858,0.194367,0.0,0.277283,3.7E-4
