Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.152586,0.084942,0.08551,0.082163,0.033781,0.006761,0.041692,0.073365
borg,0.119112,0.068319,0.079617,0.116532,-1.0,0.01504,0.10773,0.055201
datapro4j,0.146334,0.092421,0.073056,0.100377,0.038776,0.007031,0.034166,0.073688
ical4j,0.138389,0.075909,0.060755,0.097155,0.02574,0.003469,0.020022,0.044401
java2html,0.176144,0.090005,0.104908,0.148727,-1.0,0.024461,0.091436,0.071843
jsapar,0.13165,0.082449,0.083582,0.120423,0.042724,0.007156,0.056055,0.065313
jxls,0.134769,0.078212,0.069125,0.101916,-1.0,0.00809,0.074274,0.048098
logisim,0.134788,0.056928,0.049268,0.079601,-1.0,0.018267,0.013522,0.050036
marvin,0.199465,0.093356,0.090166,0.143059,0.055918,0.006543,0.063325,0.075414
nekohtml,0.205521,0.082202,0.087005,0.123719,0.035481,0.006492,0.049902,0.062536
