Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.184682,0.558336,0.320027,0.374611,0.433582,0.0,0.289464,0.06432
borg,0.056227,0.546105,0.254614,0.267733,-1.0,0.0,0.273773,0.09729
datapro4j,0.593286,0.816029,0.5195,0.785129,0.773948,0.0,0.794052,0.09451
ical4j,0.243962,0.540881,0.306805,0.388971,0.338819,8.57E-4,0.293771,0.13121
java2html,0.120995,0.497381,0.310014,0.069808,-1.0,0.0,0.197124,0.06525
jsapar,0.109465,0.513614,0.222719,0.360289,0.418876,0.0,0.300224,0.04887
jxls,0.203052,0.573843,0.323124,0.318613,-1.0,0.0,0.396005,0.15069
logisim,0.184063,0.5677,0.39461,0.372567,-1.0,0.0,0.454605,0.13209
marvin,0.469314,0.728452,0.461119,0.634981,0.654005,0.0,0.685748,0.07334
nekohtml,0.301248,0.643833,0.457348,0.43166,0.4859,0.0,0.436338,0.06795
