Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.30936,0.49264,0.26583,0.477273,0.271763,0.004853,0.312333,0.01851
borg,0.311687,0.480183,0.20677,0.404233,-1.0,0.00204,0.2302,0.00822
datapro4j,0.3188,0.485167,0.288567,0.552097,0.310523,0.00132,0.42609,0.0341
ical4j,0.305277,0.445307,0.21536,0.444943,0.300217,0.003407,0.377867,0.02099
java2html,0.225043,0.47053,0.27734,0.498703,-1.0,0.002183,0.316843,0.00874
jsapar,0.148953,0.35063,0.204293,0.35338,0.223847,0.00431,0.25961,0.01238
jxls,0.335993,0.50304,0.326443,0.547717,-1.0,0.003717,0.393667,0.01828
logisim,0.26447,0.467857,0.356053,0.48017,-1.0,0.001253,0.396,0.01161
marvin,0.26747,0.403137,0.23694,0.44524,0.277797,0.001467,0.35166,0.01533
nekohtml,0.271583,0.450803,0.257623,0.438077,0.341123,0.003293,0.351887,0.01279
