Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.081898,0.048856,0.083983,0.106657,0.018474,0.002867,0.081054,0.043176
borg,0.059019,0.039832,0.038483,0.069285,-1.0,0.004236,0.044976,0.048021
datapro4j,0.078168,0.055764,0.067616,0.096203,0.048746,0.004966,0.047072,0.053161
ical4j,0.072983,0.033939,0.042435,0.025,0.027511,0.002454,0.0314,0.05129
java2html,0.127173,0.067345,0.093251,0.095196,-1.0,0.005939,0.101126,0.037812
jsapar,0.0,0.094522,0.12208,-1.0,0.031547,0.004956,0.119987,0.038805
jxls,0.091245,0.046656,0.066926,0.073406,-1.0,0.005591,0.073298,0.046498
logisim,0.088656,0.041198,0.048131,0.061437,-1.0,8.33E-4,0.047116,0.050623
marvin,0.011684,0.053172,0.087142,0.0,0.01262,0.005487,0.073618,0.055121
nekohtml,0.0,0.041976,0.082192,-1.0,0.03736,0.001668,0.058265,0.036073
