Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.418321,0.79205,0.612679,0.834214,0.83785,4.3E-5,0.752,0.00128
borg,0.260091,0.590385,0.368769,0.818154,-1.0,5.38E-4,0.582857,5.4E-4
datapro4j,0.777231,0.943769,0.851462,0.850308,0.949308,0.0,0.914154,0.0012
ical4j,0.678833,0.877846,0.674846,0.843846,0.840769,3.69E-4,0.877769,0.01318
java2html,0.494308,0.662031,0.544692,0.654692,-1.0,-1.0,0.649231,8.2E-4
jsapar,0.360631,0.691769,0.555754,0.644462,0.700631,6.9E-5,0.630692,0.00276
jxls,0.566846,0.776615,0.646538,0.856538,-1.0,9.2E-5,0.769462,4.2E-4
logisim,0.367231,0.798077,0.664538,0.929692,-1.0,0.0,0.802538,0.0
marvin,0.490538,0.860385,0.731231,0.811538,0.868231,0.0,0.851692,0.0
nekohtml,0.495667,0.844308,0.746846,0.832154,0.874,0.0,0.589,2.0E-4
