Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.68621,0.830263,0.51198,0.59265,0.3953,3.0E-5,0.400033,0.05652
borg,0.575527,0.733137,0.437907,0.405467,-1.0,0.007738,0.071667,0.0384
datapro4j,0.895657,0.92875,0.701543,0.74155,0.6612,0.0,0.812303,0.04323
ical4j,0.761543,0.838137,0.632313,0.656367,0.79288,0.0011,0.747163,0.09525
java2html,0.625627,0.735293,0.52988,0.6203,-1.0,0.0,0.391867,0.01833
jsapar,0.544483,0.748643,0.483987,0.457367,0.3339,0.0,0.29781,0.03626
jxls,0.76903,0.828167,0.633333,0.608333,-1.0,0.0,0.497,0.04223
logisim,0.83375,0.898567,0.8236,0.824333,-1.0,0.0,0.783,0.03429
marvin,0.821133,0.901263,0.75833,0.72138,0.763157,3.0E-4,0.725403,0.05836
nekohtml,0.815683,0.887123,0.683917,0.689183,0.687133,6.0E-5,0.68979,0.04569
