Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.471013,0.753907,0.448953,0.741533,0.73868,0.0,0.723433,5.1E-4
borg,0.27476,0.54144,0.223827,0.673417,-1.0,0.0,0.5322,0.0275
datapro4j,0.8144,0.9428,0.925067,0.9,0.789,0.0,0.494533,0.007
ical4j,0.44476,0.732893,0.39728,0.8732,0.7248,0.0,0.679493,0.01115
java2html,0.403133,0.643533,0.327507,0.599533,-1.0,0.001875,0.632893,0.01306
jsapar,0.39234,0.702493,0.3762,0.65102,0.629927,0.0,0.61818,0.00155
jxls,0.3774,0.65408,0.344667,0.693417,-1.0,0.0,0.647533,0.00518
logisim,0.307867,0.5256,0.278867,0.629667,-1.0,0.0,0.5168,0.0
marvin,0.745333,0.8426,0.706933,0.8414,0.835667,0.0,0.826,1.0E-4
nekohtml,0.6428,0.8146,0.631133,0.7942,0.7852,0.0,0.3751,0.0
