Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.103177,0.049055,0.103608,0.216248,0.042093,0.0,0.051407,0.09269
borg,0.13674,0.050207,0.157968,0.056714,-1.0,0.0,0.050203,0.052663
datapro4j,0.057941,0.033998,0.041239,0.087166,0.040214,0.0,0.046706,0.058583
ical4j,0.093035,0.024986,0.074682,0.006839,0.025605,0.003367,0.031179,0.070764
java2html,0.122873,0.068201,0.167213,0.161229,-1.0,0.020662,0.064763,0.07797
jsapar,0.126998,0.053373,0.085652,0.163565,0.043095,0.008441,0.059869,0.060139
jxls,0.116579,0.068648,0.134719,0.305731,-1.0,0.012947,0.075731,0.04012
logisim,0.125448,0.038184,0.126855,0.057735,-1.0,0.007463,0.039496,0.05122
marvin,0.040963,0.03975,0.059458,0.179428,0.031929,0.0,0.039151,0.046437
nekohtml,0.06201,0.020837,0.074015,0.221958,0.030975,0.010076,0.032175,0.114786
