Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.098042,0.061003,0.068426,0.086514,0.058914,0.006475,0.04588,0.061747
borg,0.141764,0.049202,0.056499,0.055581,-1.0,0.012898,0.038868,0.051085
datapro4j,0.088157,0.043205,0.051318,0.088832,0.059501,0.002346,0.034039,0.070108
ical4j,0.098114,0.044149,0.050363,0.075998,0.011374,0.001945,0.013917,0.063709
java2html,0.11211,0.057117,0.084116,0.157197,-1.0,0.026744,0.072973,0.063738
jsapar,0.137761,0.06289,0.083127,0.136284,0.064971,0.012339,0.060974,0.060984
jxls,0.097916,0.040183,0.049717,0.059267,-1.0,0.011705,0.053424,0.057888
logisim,0.085948,0.035514,0.066269,0.069282,-1.0,0.007262,0.015295,0.06687
marvin,0.110085,0.065983,0.079087,0.081011,0.055294,0.0,0.060194,0.068825
nekohtml,0.093553,0.052242,0.067869,0.087756,0.026882,0.007887,0.038192,0.070445
