Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.636,0.752467,0.699,0.585267,0.454,4.0E-5,0.642267,0.00805
borg,0.622,0.835467,0.7016,0.723267,-1.0,0.0,0.7208,0.0444
datapro4j,0.538733,0.764267,0.587667,0.6715,0.4482,0.001133,0.620067,0.0621
ical4j,0.523867,0.7838,0.682867,0.451462,0.512,0.0,0.523533,0.0304
java2html,0.644267,0.775533,0.710733,0.730933,-1.0,0.0,0.675,0.00346
jsapar,0.04,0.848133,0.713267,-1.0,0.5264,2.27E-4,0.696467,0.00458
jxls,0.6854,0.797133,0.734533,0.676933,-1.0,1.0E-4,0.7544,0.02993
logisim,0.601933,0.796667,0.6976,0.609444,-1.0,0.0,0.640467,0.0455
marvin,0.209333,0.6768,0.580133,0.084,0.5168,0.0,0.661,0.0023
nekohtml,0.09,0.712533,0.6492,-1.0,0.277333,0.0,0.6766,0.00155
