Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.140532,0.081464,0.099445,0.07544,0.066464,0.009783,0.040271,0.047406
borg,0.092609,0.069572,0.058268,0.07626,-1.0,0.008802,0.054274,0.061461
datapro4j,0.12548,0.091351,0.065071,0.094946,0.024476,0.003846,0.029967,0.088921
ical4j,0.09082,0.06602,0.056981,0.085906,0.031208,0.006152,0.026333,0.0598
java2html,0.104225,0.084017,0.109357,0.107476,-1.0,0.006375,0.118657,0.051637
jsapar,0.181625,0.085914,0.116558,0.100283,0.043713,0.009002,0.068725,0.049067
jxls,0.109626,0.082361,0.06226,0.069912,-1.0,0.007039,0.061795,0.05835
logisim,0.12309,0.074764,0.052131,0.065298,-1.0,0.006633,0.034239,0.074214
marvin,0.130906,0.083964,0.089811,0.084701,0.027299,0.019178,0.056455,0.07416
nekohtml,0.110666,0.074769,0.091448,0.066945,0.037126,0.013455,0.056622,0.052133
