Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.099633,0.055757,0.075412,0.114754,0.038734,0.016734,0.065386,0.061767
borg,0.085321,0.056596,0.051175,0.095089,-1.0,0.011163,0.049183,0.069436
datapro4j,0.079209,0.054138,0.073011,0.08747,0.041479,0.015058,0.036062,0.08101
ical4j,0.07983,0.038958,0.050005,0.094524,0.017613,0.008294,0.017529,0.064252
java2html,0.166848,0.062598,0.095542,0.213446,-1.0,0.0,0.093018,0.074305
jsapar,0.103386,0.071776,0.092307,0.120177,0.02917,0.01376,0.103065,0.063433
jxls,0.081708,0.050834,0.056571,0.075565,-1.0,0.006141,0.058174,0.059377
logisim,0.113971,0.041761,0.055705,0.120267,-1.0,0.009198,0.034768,0.077061
marvin,0.120223,0.073925,0.102392,0.099717,0.060548,0.020646,0.062352,0.05031
nekohtml,0.077266,0.036221,0.083992,0.084436,0.012768,0.010286,0.02311,0.067491
