Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.086401,0.05459,0.068976,0.079237,0.045986,0.002809,0.06632,0.062744
borg,0.066885,0.042276,0.060541,0.092859,-1.0,0.011497,0.05464,0.059324
datapro4j,0.092581,0.057118,0.053488,0.073701,0.038868,0.0,0.056316,0.0444
ical4j,0.075844,0.037269,0.04877,0.096058,0.030474,0.004151,0.046226,0.038458
java2html,0.096864,0.052182,0.067637,0.093895,-1.0,0.004607,0.085355,0.087169
jsapar,0.142211,0.062012,0.073825,0.086391,0.033492,0.004395,0.077731,0.058963
jxls,0.084682,0.045785,0.056889,0.078487,-1.0,0.003946,0.052724,0.065623
logisim,0.070262,0.030929,0.033109,0.066792,-1.0,0.002198,0.02876,0.054924
marvin,0.111646,0.057927,0.082737,0.116748,0.010616,0.0,0.100018,0.029029
nekohtml,0.127467,0.048624,0.105067,0.080845,0.04051,0.001161,0.064848,0.042451
