Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.144518,0.05457,0.079562,0.088618,0.035167,0.010298,0.037119,0.071759
borg,0.158262,0.065686,0.057083,0.094891,-1.0,0.012894,0.042125,0.041743
datapro4j,0.157015,0.043041,0.049724,0.095912,0.037383,0.004058,0.044081,0.05721
ical4j,0.117561,0.057369,0.050281,0.085498,0.02072,0.009964,0.018558,0.042541
java2html,0.183222,0.068437,0.095053,0.105082,-1.0,0.038651,0.08051,0.070155
jsapar,0.152752,0.064759,0.08515,0.083438,0.042256,0.007623,0.052942,0.068908
jxls,0.170308,0.049592,0.072857,0.125867,-1.0,0.007938,0.051293,0.043496
logisim,0.152928,0.044746,0.083112,0.165974,-1.0,0.008243,0.025287,0.040528
marvin,0.134884,0.057725,0.080557,0.138887,0.059724,0.0,0.069684,0.061828
nekohtml,0.143589,0.052523,0.064135,0.079133,0.034335,0.015883,0.032808,0.064834
