Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.2285,0.64596,0.49914,0.292571,0.3544,0.00174,0.376933,0.02232
borg,0.448,0.682933,0.421867,0.607,-1.0,0.0,0.158133,0.00521
datapro4j,0.532429,0.763533,0.508333,0.518636,0.381467,0.0,0.3798,0.0517
ical4j,-1.0,0.72254,0.475433,0.345,0.400667,0.00716,0.5184,0.04721
java2html,0.0815,0.615733,0.4444,0.2715,-1.0,7.2E-4,0.305933,0.01276
jsapar,-1.0,0.651473,0.39894,-1.0,0.4084,0.002553,0.385267,0.01911
jxls,0.0,0.720067,0.4816,0.36,-1.0,0.0,0.2652,0.01505
logisim,0.0,0.6866,0.450933,-1.0,-1.0,0.0,0.1022,0.0033
marvin,0.3465,0.725533,0.507533,0.32,0.464867,0.0,0.416933,0.015
nekohtml,0.188,0.706133,0.478067,0.315,0.4012,0.001933,0.3038,0.02085
