Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.088883,0.03081,0.088106,0.011547,0.040236,0.0,0.080713,0.069132
borg,0.046795,0.016498,0.02265,0.0,-1.0,0.0,0.009376,0.002782
datapro4j,0.062816,0.046831,0.085968,0.046188,0.044447,9.52E-4,0.068202,0.047667
ical4j,0.034097,0.027278,0.075331,0.037974,0.0276,0.003366,0.023745,0.044109
java2html,0.033121,0.0,0.032604,0.0,-1.0,0.0,0.020363,0.068345
jsapar,0.047819,0.031254,0.100855,0.0,0.050125,0.0,0.065113,0.062341
jxls,0.007698,0.0,0.001782,0.0,-1.0,0.0,0.0,0.033176
logisim,0.003333,0.0,0.008474,0.0,-1.0,0.0,0.0,0.006385
marvin,0.032103,0.018621,0.053511,0.0,0.009446,0.0,0.034801,0.078818
nekohtml,0.038129,0.031747,0.090318,0.057735,0.027425,0.0,0.033501,0.039727
