Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.161545,0.076671,0.094346,0.122194,0.053399,0.006687,0.034911,0.079181
borg,0.141591,0.055382,0.06887,0.129527,-1.0,0.005576,0.042092,0.042547
datapro4j,0.091118,0.042367,0.075249,0.119422,0.054875,0.018054,0.056234,0.070849
ical4j,0.124181,0.061325,0.074318,0.080363,0.02461,0.005348,0.024471,0.054951
java2html,0.151868,0.067534,0.066473,0.163889,-1.0,0.01237,0.092397,0.026166
jsapar,0.171474,0.0712,0.08977,0.117072,0.050025,0.016377,0.04039,0.105193
jxls,0.125485,0.059686,0.060364,0.093312,-1.0,0.00552,0.036929,0.063081
logisim,0.155331,0.041253,0.094343,0.049477,-1.0,0.003743,0.027331,0.103302
marvin,0.123784,0.054111,0.106167,0.112041,0.05816,0.006247,0.051735,0.085815
nekohtml,0.128782,0.056529,0.095107,0.083694,0.044053,0.007182,0.036347,0.068785
