Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.005774,0.014907,0.12864,0.057453,0.026265,4.13E-4,0.007168,0.054711
borg,0.001361,0.001054,0.0086,0.0,-1.0,0.008239,0.001667,0.037893
datapro4j,0.121849,0.144264,0.166708,0.08059,0.068555,0.00126,0.214762,0.0283
ical4j,0.034949,0.063372,0.072205,0.06189,0.052251,6.3E-4,0.069526,0.039391
java2html,0.003849,0.001361,0.02657,0.0,-1.0,0.002841,0.004851,0.041227
jsapar,0.103538,0.119151,0.130701,0.087545,0.029853,0.001076,0.019245,0.047793
jxls,0.0,0.0,0.004968,0.0,-1.0,0.009926,0.0,0.041879
logisim,0.005774,0.0,0.009133,0.0,-1.0,0.004419,0.0,0.035317
marvin,0.05712,0.018698,0.076805,0.076862,0.010611,0.001727,0.037647,0.034826
nekohtml,0.13447,0.069379,0.154568,0.060519,0.024804,0.001863,0.094591,0.031675
