Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.976113,0.969367,0.810293,0.888,0.970553,9.0E-4,0.965707,0.09203
borg,0.92,0.98,0.945333,0.971429,-1.0,0.0,0.96,0.21358
datapro4j,0.9706,0.981,0.925733,0.8052,0.984333,0.0,0.967667,0.0664
ical4j,0.846,0.859413,0.662753,0.672867,0.8364,0.008192,0.779267,0.16486
java2html,0.931333,0.986667,0.91,0.833333,-1.0,0.0,0.958667,0.03667
jsapar,0.960007,0.966707,0.807253,0.816667,0.96184,0.003,0.912,0.15366
jxls,0.9,0.9,0.9,0.9,-1.0,0.001,0.9,0.21371
logisim,1.0,1.0,1.0,0.983333,-1.0,0.0,1.0,0.0757
marvin,0.998133,0.999533,0.968933,0.9,0.9932,0.0,0.9934,0.0144
nekohtml,0.955933,0.976,0.800967,0.809467,0.975933,0.0,0.938467,0.04705
