Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.236331,0.389262,0.231073,0.383012,0.266573,0.0,0.341154,1.8E-4
borg,0.243312,0.443454,0.23395,0.473865,-1.0,0.0,0.36875,1.0E-5
datapro4j,0.282538,0.507269,0.324408,0.571246,0.280488,0.0,0.459619,0.00378
ical4j,0.249788,0.492185,0.247919,0.564046,0.259362,7.7E-5,0.370746,0.004256
java2html,0.118173,0.396065,0.261196,0.396669,-1.0,0.0,0.347554,2.0E-5
jsapar,0.197254,0.332804,0.206204,0.321104,0.192135,2.3E-5,0.268015,8.0E-5
jxls,0.265781,0.438604,0.303096,0.492854,-1.0,0.0,0.390135,6.0E-5
logisim,0.182538,0.383446,0.274515,0.456052,-1.0,0.0,0.30835,0.0
marvin,0.227588,0.399156,0.262612,0.4146,0.254192,7.6E-5,0.337296,0.00105
nekohtml,0.191548,0.382436,0.238244,0.392832,0.240308,0.0,0.321972,0.0
