Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.069203,0.048183,0.058912,0.082715,0.028839,0.01593,0.032704,0.052984
borg,0.064183,0.042099,0.028619,0.080808,-1.0,0.008202,0.024634,0.031859
datapro4j,0.077126,0.049578,0.033171,0.082356,0.044055,0.004072,0.037577,0.054968
ical4j,0.07503,0.051835,0.038328,0.123841,0.016816,0.007102,0.021274,0.065781
java2html,0.085513,0.044475,0.040679,0.068594,-1.0,0.006218,0.069183,0.048946
jsapar,0.085081,0.050315,0.064912,0.105671,0.033879,0.00252,0.033304,0.065025
jxls,0.079476,0.041694,0.038119,0.066888,-1.0,0.006608,0.032091,0.046742
logisim,0.090348,0.047185,0.044442,0.174353,-1.0,0.001917,0.028027,0.055439
marvin,0.08661,0.052755,0.054835,0.084844,0.05401,0.0,0.045694,0.066107
nekohtml,0.074221,0.042739,0.065134,0.176426,0.029198,0.002431,0.027973,0.052095
