Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.098889,0.068285,0.058227,0.07853,0.029043,0.00327,0.029934,0.043076
borg,0.072586,0.031669,0.047129,0.060632,-1.0,8.08E-4,0.007036,0.010096
datapro4j,0.102359,0.078372,0.044267,0.087814,0.024443,0.0,0.026678,0.035514
ical4j,0.097503,0.063539,0.035108,0.091622,0.01038,0.001572,0.017261,0.026661
java2html,0.071842,0.051401,0.050351,0.021925,-1.0,0.004671,0.035658,0.040859
jsapar,0.139003,0.0757,0.071641,0.142082,0.027964,7.14E-4,0.032665,0.061263
jxls,0.082114,0.046885,0.039838,0.085225,-1.0,0.002139,0.012736,0.02038
logisim,0.070969,0.044226,0.038962,0.131066,-1.0,0.002891,0.02213,0.02099
marvin,0.103173,0.065249,0.056529,0.099293,0.04706,0.001065,0.041848,0.057065
nekohtml,0.093285,0.078733,0.057154,0.077698,0.029873,0.007901,0.042841,0.048
