Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.151981,0.053126,0.101278,0.313092,0.062018,0.00417,0.066933,0.099338
borg,0.197554,0.062028,0.149958,0.189635,-1.0,0.0,0.066805,0.018895
datapro4j,0.135203,0.072909,0.083872,0.121327,0.062873,0.0,0.083478,0.097366
ical4j,0.126156,0.049678,0.072862,0.027417,0.022939,0.007635,0.031403,0.155596
java2html,0.156985,0.06278,0.134547,0.217968,-1.0,0.014538,0.073054,0.037731
jsapar,0.181511,0.059356,0.112001,0.262831,0.047937,0.014999,0.05476,0.104703
jxls,0.164532,0.063639,0.11411,0.210436,-1.0,0.006314,0.084855,0.013294
logisim,0.166139,0.054122,0.108345,0.032075,-1.0,0.002789,0.060019,0.010446
marvin,0.172341,0.10069,0.109816,0.447798,0.089498,0.004176,0.103013,0.101378
nekohtml,0.193179,0.051215,0.078521,0.446549,0.053789,0.0,0.064286,0.117288
