Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.371073,0.529613,0.348553,0.476193,0.204733,0.0,0.348333,0.00154
borg,0.491933,0.618733,0.3868,0.591587,-1.0,0.001929,0.475467,0.01295
datapro4j,0.4646,0.6078,0.3972,0.605,0.3314,0.0,0.517533,0.0153
ical4j,0.543933,0.684467,0.462833,0.655067,0.475067,1.27E-4,0.590333,0.01865
java2html,0.365733,0.518333,0.344867,0.497067,-1.0,0.0,0.3848,0.00884
jsapar,0.22896,0.441927,0.31708,0.4024,0.238867,0.0,0.3416,0.0045
jxls,0.461087,0.626447,0.466333,0.580867,-1.0,0.0,0.409533,0.02573
logisim,0.442733,0.592333,0.468867,0.575533,-1.0,0.0,0.517267,0.0067
marvin,0.420933,0.591667,0.377333,0.575267,0.287067,0.0,0.416867,3.0E-4
nekohtml,0.357867,0.505133,0.3072,0.463267,0.235933,0.0,0.3638,3.0E-4
