Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.115895,0.071292,0.07987,0.114522,0.04107,0.014402,0.030857,0.093758
borg,0.106432,0.071327,0.097514,0.162927,-1.0,0.0,0.038601,0.20594
datapro4j,0.138969,0.088151,0.080187,0.12657,0.044102,0.0,0.044223,0.11746
ical4j,0.091639,0.070267,0.065622,0.099003,0.030437,0.0,0.025493,0.0586
java2html,0.128302,0.072966,0.098494,0.13574,-1.0,0.080081,0.05685,0.194647
jsapar,0.115556,0.077015,0.091148,0.096605,0.039004,0.010023,0.034152,0.120388
jxls,0.150416,0.097615,0.099889,0.103641,-1.0,0.0,0.039502,0.102277
logisim,0.137202,0.083037,0.09512,0.104513,-1.0,0.0,0.032506,0.136156
marvin,0.138519,0.087241,0.084371,0.11729,0.054849,0.053433,0.043616,0.10964
nekohtml,0.115823,0.074219,0.077509,0.108996,0.03582,0.022716,0.026259,0.089473
