Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.743107,0.840533,0.759773,0.837073,0.727067,0.00376,0.691667,0.07986
borg,0.589533,0.8172,0.7554,0.811429,-1.0,0.013613,0.646,0.16336
datapro4j,0.915571,0.96,0.9145,0.940214,0.852643,0.032071,0.880929,0.2633
ical4j,0.678357,0.834071,0.784554,0.706357,0.7225,0.027886,0.5995,0.22293
java2html,0.624214,0.775929,0.742357,0.755214,-1.0,0.046036,0.642643,0.05276
jsapar,0.710929,0.809071,0.739914,0.727714,0.664429,0.0075,0.726643,0.08015
jxls,0.769286,0.898929,0.854429,0.8795,-1.0,0.012214,0.766643,0.10272
logisim,0.706357,0.939214,0.898,0.918182,-1.0,0.0242,0.6595,0.14542
marvin,0.821286,0.919643,0.815286,0.895857,0.878143,0.0,0.889786,0.0839
nekohtml,0.672286,0.854357,0.843143,0.835357,0.712571,0.020429,0.614786,0.0897
