Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.022187,0.223507,0.12154,0.246647,0.17196,0.0,0.27184,2.0E-5
borg,0.00826,0.3039,0.062773,0.29046,-1.0,0.0,0.3733,3.4E-4
datapro4j,0.09546,0.396687,0.248533,0.423347,0.180967,0.0,0.32522,0.0
ical4j,0.041993,0.2507,0.112573,0.274864,0.149207,0.0,0.202787,2.8E-4
java2html,0.006473,0.237107,0.0721,0.19916,-1.0,0.0,0.254873,8.9E-4
jsapar,0.028347,0.218873,0.102733,0.242487,0.12516,0.0,0.205593,2.4E-4
jxls,0.04298,0.325113,0.13,0.34142,-1.0,0.0,0.360873,2.2E-4
logisim,0.016953,0.24216,0.120207,0.256687,-1.0,0.0,0.220213,0.0
marvin,0.0892,0.362887,0.224853,0.394727,0.222053,0.0,0.33232,2.0E-5
nekohtml,0.037407,0.266973,0.16962,0.30394,0.17478,0.0,0.268087,9.6E-4
