Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.471242,0.701788,0.400417,0.704404,0.625513,0.0,0.645575,0.00395
borg,0.391458,0.588317,0.514708,0.505983,-1.0,0.0,0.559708,0.13281
datapro4j,0.737652,0.833565,0.548826,0.850609,0.785565,2.61E-4,0.797478,0.0305
ical4j,0.243357,0.503235,0.265617,0.464461,0.366739,0.002609,0.455217,0.009167
java2html,0.493004,0.671765,0.491826,0.531135,-1.0,-1.0,0.568904,0.044411
jsapar,0.205057,0.586491,0.35567,0.567691,0.275748,0.0,0.304174,0.006489
jxls,0.608652,0.716313,0.503522,0.629217,-1.0,0.0,0.66313,0.039122
logisim,0.463696,0.593826,0.471,0.532391,-1.0,0.0,0.575391,0.059556
marvin,0.684565,0.777087,0.559826,0.770652,0.667087,0.0,0.722391,0.0
nekohtml,0.629565,0.728522,0.518435,0.737652,0.677261,0.0,0.637826,0.0
