Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.28268,0.467713,0.27388,0.465927,0.18784,6.0E-5,0.273907,0.00159
borg,0.343593,0.5231,0.231747,0.452307,-1.0,1.67E-4,0.161667,0.01374
datapro4j,0.275207,0.434633,0.25284,0.505707,0.261433,3.3E-5,0.420807,0.01317
ical4j,0.310773,0.49176,0.227107,0.472947,0.277207,1.2E-4,0.33042,0.01465
java2html,0.246127,0.438773,0.233747,0.429847,-1.0,1.67E-4,0.134787,0.00614
jsapar,0.1267,0.302447,0.17798,0.29658,0.163513,2.7E-5,0.171093,0.00101
jxls,0.3012,0.47194,0.318573,0.50302,-1.0,3.8E-4,0.34008,0.00788
logisim,0.302647,0.483293,0.3573,0.491393,-1.0,0.0,0.405733,0.01895
marvin,0.23214,0.35826,0.216807,0.398753,0.197913,1.3E-5,0.2481,0.002
nekohtml,0.24188,0.41374,0.226747,0.43212,0.274013,0.0,0.318867,7.0E-4
