Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.039695,0.03732,0.039578,0.052474,0.032437,0.008897,0.037385,0.074401
borg,0.025882,0.019015,0.026669,0.107937,-1.0,0.014642,0.01768,0.035712
datapro4j,0.054452,0.046355,0.058411,0.060968,0.05491,0.011246,0.040605,0.042502
ical4j,0.035814,0.025791,0.026685,0.034443,0.027801,0.005959,0.032151,0.04097
java2html,0.066004,0.037911,0.061636,0.046726,-1.0,0.052953,0.052502,0.122147
jsapar,0.088749,0.057489,0.061091,0.192118,0.01696,0.006152,0.079175,0.068118
jxls,0.040371,0.033719,0.038447,0.029477,-1.0,0.012023,0.031578,0.053174
logisim,0.0498,0.016696,0.029453,0.016545,-1.0,0.006827,0.008875,0.049899
marvin,0.058159,0.03795,0.069689,0.067172,0.033132,0.002564,0.071848,0.034032
nekohtml,0.052327,0.02147,0.106149,0.053689,0.028209,0.016298,0.034966,0.060636
