Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.118138,0.079119,0.075531,0.12479,0.030813,0.001989,0.034807,0.073452
borg,0.09316,0.043937,0.061449,0.028549,-1.0,0.004702,0.02775,0.032056
datapro4j,0.140161,0.087864,0.048907,0.097958,0.041178,0.0,0.03522,0.058752
ical4j,0.107817,0.07481,0.050208,0.094349,0.011043,0.0,0.018694,0.049395
java2html,0.074035,0.070654,0.071322,0.083769,-1.0,0.0,0.058115,0.044614
jsapar,0.148173,0.086048,0.088259,0.078071,0.033401,0.003816,0.031901,0.064788
jxls,0.143933,0.079041,0.089104,0.124986,-1.0,0.003089,0.032375,0.040002
logisim,0.084468,0.053892,0.052434,0.053444,-1.0,0.009608,0.014652,0.036924
marvin,0.12796,0.095486,0.086801,0.161094,0.052907,0.0,0.053684,0.073795
nekohtml,0.164312,0.088286,0.071594,0.093522,0.031969,0.0,0.039609,0.06716
