Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.164165,0.079337,0.071334,0.097854,0.037364,0.008175,0.039734,0.06958
borg,0.139779,0.079551,0.059009,0.110989,-1.0,0.008972,0.049581,0.045354
datapro4j,0.202108,0.059014,0.064087,0.100211,0.035179,0.007983,0.037054,0.075684
ical4j,0.094239,0.057955,0.05427,0.077422,0.012912,0.00126,0.024447,0.050169
java2html,0.165102,0.074577,0.097059,0.150852,-1.0,0.024166,0.141867,0.070573
jsapar,0.154891,0.081325,0.080206,0.096349,0.042512,0.004991,0.058235,0.075415
jxls,0.165846,0.061728,0.060423,0.09688,-1.0,0.006868,0.051584,0.066227
logisim,0.175115,0.045841,0.111465,0.173885,-1.0,0.007431,0.036724,0.066728
marvin,0.188886,0.070848,0.079291,0.099001,0.04997,0.0,0.047085,0.033158
nekohtml,0.159532,0.066858,0.065639,0.084767,0.02412,0.002521,0.030733,0.066609
