Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.139114,0.062889,0.076692,0.105089,0.045404,0.008192,0.049488,0.097378
borg,0.097596,0.058934,0.067995,0.102673,-1.0,0.0,0.06309,0.055591
datapro4j,0.064614,0.031486,0.061358,0.086447,0.036241,0.002984,0.05721,0.022434
ical4j,0.105016,0.031892,0.053379,0.081732,0.024134,0.009935,0.02479,0.048023
java2html,0.145279,0.06871,0.078965,0.12785,-1.0,0.0,0.078611,0.130696
jsapar,0.143538,0.06408,0.075312,0.092631,0.055373,0.013646,0.061178,0.059312
jxls,0.094856,0.041538,0.050237,0.082224,-1.0,0.0,0.038171,0.047272
logisim,0.073465,0.022439,0.050102,0.04328,-1.0,0.0,0.020503,0.076212
marvin,0.067357,0.041091,0.080498,0.090041,0.05101,0.012243,0.052826,0.011967
nekohtml,0.094405,0.043629,0.103572,0.099752,0.039473,0.012718,0.040316,0.066364
