Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.777417,0.855083,0.766467,0.975117,0.793513,0.001693,0.80385,0.02778
borg,0.781667,0.809233,0.819267,0.910667,-1.0,0.0029,0.8013,0.03038
datapro4j,0.717337,0.7381,0.443443,0.761523,0.48363,4.0E-4,0.61799,0.04441
ical4j,0.70097,0.718283,0.38582,0.674983,0.482263,0.00299,0.46783,0.03392
java2html,0.780727,0.88811,0.734057,0.944823,-1.0,0.001603,0.48447,0.02574
jsapar,0.336883,0.58425,0.39701,0.571553,0.2075,0.003193,0.268813,0.02142
jxls,0.810207,0.87655,0.712,0.935367,-1.0,0.00783,0.474433,0.06372
logisim,0.826533,0.895367,0.7615,0.908267,-1.0,0.002157,0.742667,0.03277
marvin,0.35574,0.514163,0.30032,0.51992,0.088483,9.83E-4,0.30118,0.02351
nekohtml,0.727973,0.789397,0.546503,0.803563,0.393567,5.7E-4,0.42409,0.01184
