Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.039979,0.018943,0.07205,0.057371,0.022353,0.007999,0.024721,0.065051
borg,0.046341,0.022673,0.031387,0.081437,-1.0,0.009512,0.033126,0.043075
datapro4j,0.036723,0.013709,0.028361,0.065743,0.021051,0.008717,0.023223,0.046445
ical4j,0.045366,0.029189,0.034878,0.105763,0.012086,0.010932,0.038058,0.04937
java2html,0.132845,0.063606,0.057479,0.066218,-1.0,0.022595,0.121553,0.094818
jsapar,0.066202,0.0244,0.058804,0.062529,0.017022,0.012541,0.041578,0.068249
jxls,0.043538,0.027028,0.040273,0.061951,-1.0,0.011539,0.032028,0.042957
logisim,0.063213,0.023394,0.044951,0.071898,-1.0,0.006135,0.023986,0.043479
marvin,0.063563,0.041831,0.069908,0.117879,0.041615,0.020649,0.050941,0.047871
nekohtml,0.072003,0.016812,0.036128,0.064699,0.015194,0.018194,0.023777,0.052519
