Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.30252,0.688707,0.372127,0.72392,0.678973,0.0,0.597427,0.06877
borg,0.37,0.684773,0.507613,0.562027,-1.0,0.0,0.624333,0.15944
datapro4j,0.708873,0.82148,0.492047,0.83156,0.8235,1.2E-4,0.780387,0.05814
ical4j,0.133787,0.48498,0.23828,0.440487,0.3114,2.0E-4,0.26942,0.100944
java2html,0.415693,0.684307,0.422367,0.553029,-1.0,0.0,0.45504,0.07675
jsapar,0.156707,0.584813,0.332867,0.594433,0.361507,0.0,0.278373,0.08047
jxls,0.422653,0.685773,0.428307,0.556693,-1.0,0.0,0.575353,0.13087
logisim,0.377027,0.58994,0.43578,0.508427,-1.0,0.0,0.541887,0.15575
marvin,0.437307,0.754307,0.504473,0.748773,0.69808,0.0,0.66078,0.04733
nekohtml,0.365387,0.713667,0.45096,0.703533,0.681707,0.0,0.668507,0.05328
