Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.154775,0.082608,0.047349,0.083377,0.02721,0.008165,0.023337,0.024303
borg,0.139746,0.062416,0.078062,0.125263,-1.0,0.0,0.031903,0.082638
datapro4j,0.1496,0.095754,0.036018,0.106417,0.028579,0.001667,0.02051,0.07283
ical4j,0.132507,0.082161,0.039828,0.097825,0.017584,0.005947,0.017369,0.045678
java2html,0.156272,0.080967,0.098568,0.102705,-1.0,0.0,0.039243,0.074115
jsapar,0.134598,0.083469,0.059332,0.08975,0.036444,0.006667,0.025067,0.02112
jxls,0.164669,0.090228,0.083022,0.107052,-1.0,7.45E-4,0.032936,0.059237
logisim,0.081233,0.084152,0.070764,0.105141,-1.0,0.0,0.021413,0.016683
marvin,0.170915,0.090529,0.059252,0.091736,0.048586,0.011609,0.03854,0.062609
nekohtml,0.138983,0.089576,0.05161,0.089464,0.025758,0.0,0.020424,0.032778
