Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.077268,0.080415,0.105376,0.058358,0.077178,0.005082,0.082735,0.032979
borg,0.053391,0.059514,0.079663,0.059279,-1.0,0.011437,0.063324,0.03608
datapro4j,0.114154,0.090227,0.110854,0.090735,0.058604,9.62E-4,0.1264,0.040212
ical4j,0.096082,0.083632,0.094706,0.079473,0.078955,0.004302,0.101792,0.03363
java2html,0.096374,0.090722,0.083268,0.068984,-1.0,0.002194,0.098788,0.026839
jsapar,0.143349,0.069669,0.07612,0.067364,0.031302,0.006648,0.133224,0.033689
jxls,0.089487,0.055087,0.065909,0.067044,-1.0,0.007875,0.07547,0.041922
logisim,0.063049,0.044029,0.058734,0.058895,-1.0,0.00366,0.054451,0.033632
marvin,0.092184,0.054615,0.102305,0.088011,0.038239,0.003142,0.062195,0.049473
nekohtml,0.123561,0.097791,0.12683,0.077363,0.058992,0.005009,0.122512,0.032354
