Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.367707,0.53829,0.32697,0.474473,0.341667,0.0,0.429867,3.9E-4
borg,0.421773,0.623967,0.3744,0.617945,-1.0,0.0,0.479467,6.0E-5
datapro4j,0.466633,0.673367,0.4188,0.649333,0.352933,0.0,0.443567,0.0
ical4j,0.408717,0.6609,0.4538,0.665733,0.3478,0.0,0.503733,0.0025
java2html,0.218533,0.493433,0.373467,0.478033,-1.0,0.0,0.3338,1.3E-4
jsapar,0.302947,0.471293,0.335893,0.420673,0.233073,0.0,0.325467,7.5E-4
jxls,0.412341,0.615645,0.4594,0.622586,-1.0,0.0,0.450567,0.0
logisim,0.326379,0.52369,0.356069,0.534034,-1.0,0.0,0.429379,0.0
marvin,0.429483,0.59731,0.392276,0.566241,0.366103,0.0,0.466241,0.0
nekohtml,0.308172,0.500862,0.321017,0.457103,0.28431,0.0,0.366172,0.0
