Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.104678,0.051239,0.079348,0.102944,0.027107,7.83E-4,0.06707,0.065594
borg,0.075907,0.040277,0.059329,0.082622,-1.0,0.005389,0.050634,0.129986
datapro4j,0.090478,0.04447,0.05891,0.085913,0.012569,0.016912,0.054393,0.131406
ical4j,0.077772,0.044042,0.05245,0.078432,0.010149,0.004116,0.046088,0.046992
java2html,0.157528,0.055619,0.076652,0.096972,-1.0,0.007475,0.105301,0.119001
jsapar,0.123358,0.054734,0.090661,0.101807,0.031773,0.001054,0.07488,0.072374
jxls,0.080209,0.047793,0.076048,0.095808,-1.0,0.004852,0.075655,0.081148
logisim,0.087598,0.045483,0.054672,0.103949,-1.0,0.003595,0.050963,0.064001
marvin,0.154411,0.055522,0.101805,0.068571,0.033844,0.001835,0.108534,0.02616
nekohtml,0.128931,0.053327,0.086434,0.098193,0.026501,0.0,0.052089,0.081956
