Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.07175,0.05085,0.087498,0.074799,0.049254,0.009021,0.063225,0.054918
borg,0.060494,0.023611,0.030801,0.125752,-1.0,0.007412,0.02699,0.049767
datapro4j,0.063211,0.043207,0.058935,0.065774,0.044708,0.003819,0.049322,0.041664
ical4j,0.064786,0.045952,0.071687,0.096894,0.04995,0.0133,0.048017,0.036144
java2html,0.098793,0.059698,0.052229,0.063773,-1.0,0.021397,0.078861,0.080554
jsapar,0.079587,0.051815,0.066916,0.070948,0.047966,9.62E-4,0.045856,0.058161
jxls,0.050072,0.029842,0.032578,0.084875,-1.0,0.004691,0.02757,0.032222
logisim,0.067036,0.023545,0.044617,0.030528,-1.0,0.004055,0.023926,0.048457
marvin,0.069191,0.051447,0.072543,0.085907,0.04942,0.012327,0.048664,0.048405
nekohtml,0.077804,0.037947,0.10278,0.080533,0.032949,0.005307,0.042144,0.035905
